curves|label
{x^2+y^2+z*t=y*z^2+z^3+y^2*t-y*z*t-z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y*z*t+x*t^2-y*t^2-t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t-y*t^2+z*t^2-t^3=0}|4.3.ac_f_ah_t
{x*y+t^2=x*y^2+y^3+x^2*z-x*y*z-y^2*z+x*z^2-y*z^2-z^3+y^2*t-y*z*t+z^2*t=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+y^2*t-x*z*t+z^2*t-x*t^2-y*t^2+z*t^2+t^3=0}|4.3.ac_f_ai_k
{y^2=2*x^10+2*x^9+x^8+x^7+x^6+2*x^4+x^3+x^2+2*x+1,y^2=2*x^10+x^9+x^6+x^5+2*x^4+2*x^2+x+1,x*y+t^2=x*y^2-y^3+x^2*z+y^2*z-x*z^2-y*z^2-z^3+x*y*t-y^2*t+y*z*t+z^2*t=0}|4.3.ac_f_ai_l
{y^2=2*x^10+x^9+x^8+x^7+x^6+2*x^5+x^4+2*x^2+x+2,y^2=x^10+x^7+x^6+x^5+2*x^4+2*x^2+x+2,x^2+y^2+z*t=y*z^2+z^3+y^2*t-z^2*t+x*t^2-z*t^2+t^3=0}|4.3.ac_f_ai_m
{y^2=x^10+2*x^9+2*x^8+x^6+x^3+2*x^2+2,y^2=2*x^10+x^9+x^6+2*x^3+x^2+1,x*t-y*z=y^3+x^2*z+z^3-x*y*t+x*z*t+y*t^2-z*t^2+t^3=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x^2*t+y^2*t-x*z*t+z^2*t-x*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t+y*z*t-z^2*t+x*t^2-z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+x*z*t-z^2*t-x*t^2-y*t^2+z*t^2+t^3=0}|4.3.ac_f_ai_n
{y^2=2*x^10+x^8+x^7+2*x^6+2*x^5+2*x^4+x^3+2,y^2=2*x^10+x^7+2*x^6+x^4+2*x^3+2*x^2+1,y^2=2*x^10+x^9+x^7+x^6+2*x^4+2*x^3+2*x^2+2*x+1,x*t-y*z=y^3+x^2*z+z^3+x^2*t-x*z*t+z^2*t-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+x*z*t+y*z*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2-z^3+y^2*t+x*z*t+y*z*t-z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2-z^3-y^2*t+x*z*t-y*t^2-z*t^2+t^3=0}|4.3.ac_f_ai_o
{y^2=2*x^10+2*x^9+x^8+2*x^7+x^6+x^4+x^3+2*x^2+x+1,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-x*z*t-z^2*t-x*t^2+y*t^2-z*t^2-t^3=0}|4.3.ac_f_ai_p
{y^2=2*x^9+2*x^8+2*x^6+x^5+x^4+2*x^3+2,y^2=2*x^10+2*x^9+x^8+x^7+2*x^5+2*x^3+x^2+2*x+2,y^2=2*x^10+x^8+2*x^7+x^6+2*x^5+x^3+x+1,x*y+t^2=x*y^2+y^3+x^2*z+x*y*z+y^2*z+y*z^2+z^3+y^2*t+y*z*t=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+y^2*t-x*z*t+z^2*t-t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t-z^2*t+z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+y^2*t+x*z*t+y*z*t+x*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+x*z*t-y*z*t-z^2*t+x*t^2-y*t^2-t^3=0}|4.3.ac_f_ai_q
{y^2=x^10+2*x^9+x^8+2*x^7+x^6+x^4+2*x^2+2*x+2,y^2=x^10+2*x^9+2*x^7+2*x^6+x^4+2*x^3+2*x^2+2,x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-x*z*t+z^2*t+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t+y*z*t-z^2*t+y*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+x*z*t-y*z*t+z^2*t+x*t^2+t^3=0}|4.3.ac_f_ai_r
{y^2=x^10+x^9+x^7+2*x^6+x^5+x^4+2*x^3+2*x^2+x+2,y^2=2*x^10+x^9+2*x^8+x^6+x^3+2*x^2+x+1,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t-y*z*t-y*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t-y*z*t-x*t^2-y*t^2-z*t^2-t^3=0}|4.3.ac_f_ai_s
{y^2=2*x^10+x^9+x^8+2*x^7+2*x^5+x^4+x^3+1,y^2=2*x^10+x^9+x^8+2*x^7+2*x^6+x^5+x^4+x^3+x^2+2,y^2=2*x^10+x^9+x^6+2*x^3+x^2+x+2,x*y+t^2=y^3+x*y*z+y^2*z+y*z^2-z^3+x^2*t-y^2*t+x*z*t-y*z*t=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3-x*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x^2*t-z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t+y*z*t+t^3=0,x^2+y^2+z*t=y^3+z^3+x*z*t-y*z*t+y*t^2-z*t^2+t^3=0}|4.3.ac_f_ai_t
{y^2=2*x^10+2*x^9+x^7+2*x^2+1,y^2=2*x^10+2*x^8+2*x^6+x^5+x^4+2*x^3+2*x+2,x*y+t^2=x^2*z-x*y*z+y^2*z+x*z^2-y*z^2-z^3+x*y*t-y*z*t=0,x*y+t^2=x*y^2-y^3+x^2*z-y^2*z-x*z^2-z^3+y*z*t-z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z-y^2*z-x*z^2+y*z^2-z^3+y*z*t-z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z+x*z^2+y*z^2-z^3+x*y*t+y^2*t+y*z*t+z^2*t=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x*y*t+x*z*t+z^2*t+y*t^2-t^3=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+z^2*t+y*t^2-z*t^2+t^3=0}|4.3.ac_f_ai_u
{y^2=2*x^10+x^9+x^8+x^5+2*x^4+2*x^2+2*x+2,x*y+t^2=x*y^2+y^3+x^2*z+x*y*z-y^2*z+x*z^2-z^3+y^2*t+y*z*t=0,x^2+y^2+z*t=y^2*z+z^3+y^2*t+y*z*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3-y^2*t+x*z*t-z^2*t-y*t^2-t^3=0}|4.3.ac_f_ai_v
{y^2=x^10+2*x^9+x^8+2*x^7+x^4+2*x+2,y^2=2*x^10+x^9+2*x^6+x^5+x^3+1,x*y+t^2=x*y^2-y^3+x^2*z+x*y*z-y^2*z-y*z^2+z^3+x*y*t-y^2*t+y*z*t-z^2*t=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t+y*z*t+y*t^2-z*t^2-t^3=0}|4.3.ac_f_ai_w
{y^2=x^10+x^9+x^8+2*x^7+2*x^6+2*x^5+x^4+2*x^3+x^2+2*x+2}|4.3.ac_f_aj_l
{x*t-y*z=x^2*y+y^3+x^2*z+z^3+x^2*t+y^2*t-z^2*t+x*t^2+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2+z*t^2=0}|4.3.ac_f_aj_m
{y^2=x^10+2*x^9+x^7+x^6+x^5+2*x^4+x^3+2*x^2+x+2,y^2=2*x^10+x^9+2*x^6+2*x^5+2*x^4+x^2+x+2,x*t-y*z=y^3+x^2*z+z^3+x*y*t-x*z*t+z^2*t+z*t^2-t^3=0,x^2+y^2+z*t=-z^3+y^2*t+y*z*t-z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+z^3+y*z*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t-z^2*t+x*t^2-y*t^2+z*t^2-t^3=0}|4.3.ac_f_aj_n
{x^2+y^2+z*t=y*z^2+y^2*t-y*z*t+z^2*t+x*t^2+t^3=0}|4.3.ac_f_aj_o
{y^2=2*x^10+x^9+x^7+2*x^6+2*x^5+x+2,y^2=2*x^10+x^9+x^7+2*x^4+x^3+x+2,x^2+y^2+z*t=z^3+y^2*t+y*z*t+z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+y*z*t+z^2*t+x*t^2+y*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t+y*z*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0}|4.3.ac_f_aj_p
{x*t-y*z=x^2*y+y^3+x^2*z+z^3+x*y*t+x*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x*y*t-x*z*t+x*t^2-y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t-y*z*t-z^2*t+x*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+y*z*t+x*t^2-y*t^2-z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t-z^2*t+x*t^2+y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+y*z*t-z^2*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+z^3-y^2*t+x*z*t-y*z*t+z^2*t+y*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t-y*z*t+x*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t-y*z*t-z^2*t-x*t^2+z*t^2-t^3=0}|4.3.ac_f_aj_q
{y^2=x^10+2*x^9+x^8+2*x^6+x^5+2*x^4+x^3+2*x+2,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t-z^2*t+y*t^2-t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t-y*z*t+x*t^2+t^3=0}|4.3.ac_f_aj_r
{x*y+t^2=x*y*z-y^2*z+y*z^2+z^3+x^2*t+y^2*t+x*z*t=0,x*y+t^2=y^3+x^2*z+y^2*z+x*z^2-z^3+x*y*t-y^2*t-z^2*t=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y*z*t+x*t^2-y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+z^3+y^2*t+y*z*t-z^2*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2+y*t^2-t^3=0}|4.3.ac_f_aj_s
{x^2+y^2+z*t=y^2*z+y*z^2-z^3+y*z*t+z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y^2*z-z^3-y^2*t+x*z*t-y*z*t+z^2*t+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t-z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+x*z*t+y*z*t+z^2*t+x*t^2+y*t^2+t^3=0}|4.3.ac_f_aj_t
{x*y+t^2=-y^3+x^2*z+x*y*z+y^2*z+x*z^2-z^3+y*z*t+z^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+x*z*t-z^2*t+x*t^2-y*t^2+z*t^2+t^3=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x^2*t-y^2*t+x*z*t+z^2*t-x*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3-y*z^2+z^3+y^2*t-y*z*t-z^2*t+x*t^2+y*t^2-z*t^2=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t+y*z*t+z^2*t+x*t^2+y*t^2-t^3=0}|4.3.ac_f_aj_u
{x*t-y*z=y^3+x^2*z+z^3+x^2*t-y^2*t-x*z*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=-z^3+y^2*t+y*z*t+z^2*t+x*t^2+t^3=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t+y*z*t-z^2*t+y*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+z^3+x*z*t+y*z*t+z^2*t-y*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+z^3+y^2*t+x*z*t+z^2*t+x*t^2+y*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2-z*t^2+t^3=0}|4.3.ac_f_aj_v
{x^2+y^2+z*t=y^2*z+z^3-y^2*t+x*z*t+y*z*t+z^2*t+z*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+z^3+y^2*t+x*z*t-z^2*t+x*t^2-y*t^2-z*t^2-t^3=0}|4.3.ac_f_aj_w
{x^2+y^2+z*t=y^2*z-z^3+y*z*t-z^2*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+y*z*t+x*t^2-z*t^2-t^3=0,x^2+y^2+z*t=z^3+y^2*t+x*z*t+y*z*t-z^2*t+y*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3+x*z*t+y*z*t+z^2*t+x*t^2-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t+z^2*t-x*t^2+y*t^2-z*t^2+t^3=0}|4.3.ac_f_aj_x
{x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+y*z*t+z^2*t+x*t^2+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+y*z*t+x*t^2-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t-z^2*t+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t-x*t^2-z*t^2+t^3=0}|4.3.ac_f_aj_y
{x^2+y^2+z*t=y^2*z+z^3-y^2*t+y*z*t+z^2*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-y^2*t+x*z*t+y*z*t+y*t^2-z*t^2+t^3=0}|4.3.ac_f_aj_z
{x^2+y^2+z*t=y^2*z+y*z^2-y^2*t+x*z*t-y*t^2=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+x*z*t+y*z*t+x*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3-y*z^2-z^3+y^2*t+x*z*t-z^2*t+x*t^2+y*t^2+z*t^2-t^3=0}|4.3.ac_f_ak_bb
{y^2=x^9+x^6+x^5+x^4+x,x*y+t^2=-y^3+x^2*z+x*z^2+y*z^2-z^3+x*y*t-y^2*t-z^2*t=0,x^2+y^2+z*t=y^3+y*z^2+y*z*t+x*t^2=0}|4.3.ac_f_ak_bc
{y^2=x^10+2*x^9+2*x^8+2*x^7+2*x^6+2*x^5+x^2+2}|4.3.ac_f_ak_l
{y^2=2*x^10+2*x^8+x^7+x^6+2*x^5+2*x^2+x,y^2=x^9+x^8+x^6+2*x^5+2*x^4+2*x^3+x^2+2,x*y+t^2=y^3+x^2*z+x*y*z-y^2*z+y*z^2+z^3+y*z*t+z^2*t=0,x*y+t^2=x*y^2+x^2*z+y^2*z+x*z^2-y*z^2-z^3=0,x*y+t^2=x*y^2+y^3+x^2*z-x*y*z+y^2*z-y*z^2+z^3+y^2*t-y*z*t-z^2*t=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+y*z*t+x*t^2+t^3=0}|4.3.ac_f_ak_m
{y^2=x^10+2*x^9+x^5+2*x^2+2,y^2=2*x^10+2*x^9+2*x^8+2*x^7+2*x^6+2*x^5+x^4+2*x+2,x^2+y^2+z*t=y^3-y*z^2+z^3+y^2*t+y*z*t-z^2*t+x*t^2+y*t^2-z*t^2-t^3=0}|4.3.ac_f_ak_n
{y^2=x^10+x^9+2*x^8+x^6+x^5+2*x^3+2*x^2+2*x+2,y^2=2*x^10+x^9+x^8+2*x^5+x^2+1,y^2=2*x^10+2*x^8+2*x^7+2*x^6+x^4+x^3+2*x+2,x*y+t^2=x^2*z+y^2*z+z^3+y^2*t=0,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t+x*z*t-x*t^2-y*t^2-z*t^2+t^3=0}|4.3.ac_f_ak_p
{y^2=x^9+2*x^7+x^5+2*x^3+2*x^2+2*x+2,y^2=2*x^10+x^8+2*x^7+2*x^6+2*x^2+2*x+2}|4.3.ac_f_ak_q
{y^2=2*x^10+x^9+x^8+x^7+2*x^6+2*x^5+x^3+2*x^2+2,y^2=2*x^10+x^8+2*x^6+2*x^5+2*x^4+2*x+2}|4.3.ac_f_ak_r
{y^2=2*x^10+x^8+x^6+x^5+2*x^4+x^3+x^2+x+1,x*y+t^2=x*y^2+y^3-y^2*z+y*z^2+z^3+x^2*t+x*z*t=0,x^2+y^2+z*t=y*z^2-z^3+y^2*t+y*z*t+z^2*t+x*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y^2*t+x*z*t-y*z*t+z^2*t-y*t^2-z*t^2=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+y^2*t+x*z*t+y*t^2+t^3=0}|4.3.ac_f_ak_s
{y^2=2*x^10+x^9+x^8+x^7+x^5+x^4+x^3+x+2,y^2=2*x^10+2*x^9+x^8+2*x^7+2*x^4+2*x^3+2*x^2+1,y^2=2*x^10+2*x^9+2*x^8+2*x^7+2*x^6+2*x^5+2*x^3+x^2+2*x+2,x*y+t^2=x^2*z-y^2*z+y*z^2+z^3+y^2*t+y*z*t+z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z+y^2*z+x*z^2-y*z^2-z^3+z^2*t=0,x*y+t^2=x*y^2+y^3+x^2*z+x*y*z+y^2*z+z^3+y^2*t-z^2*t=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y*z*t+x*t^2-y*t^2+z*t^2+t^3=0}|4.3.ac_f_ak_t
{y^2=2*x^10+2*x^9+2*x^7+x^5+x^3+2*x^2+2*x+2,x*t-y*z=y^3+x^2*z+z^3+x^2*t+y^2*t-x*z*t+z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+x*z*t+y*z*t-y*t^2+z*t^2+t^3=0}|4.3.ac_f_ak_u
{y^2=x^10+2*x^7+x^3+2*x^2+2,y^2=2*x^10+x^4+x^2+x+2,x*y+t^2=y^3+x^2*z+x*y*z+y^2*z+x*z^2-z^3+y^2*t-y*z*t-z^2*t=0,x*y+t^2=-y^3+x^2*z+x*y*z+y^2*z+x*z^2-y*z^2-z^3+x*y*t-y^2*t+y*z*t-z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z-y^2*z+x*z^2+y*z^2-z^3+x*y*t+y^2*t-y*z*t=0,x*t-y*z=y^3+x^2*z+z^3-x*z*t+z^2*t-y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t+z^2*t-y*t^2+z*t^2+t^3=0}|4.3.ac_f_ak_v
{x^2+y^2+z*t=y^3+y^2*z+y*z^2-y^2*t+x*z*t+y*z*t-z^2*t+x*t^2-y*t^2-z*t^2+t^3=0}|4.3.ac_f_ak_w
{y^2=2*x^10+x^9+x^8+2*x^7+2*x^6+2*x^5+x^3+2*x^2+1,y^2=2*x^10+2*x^9+x^6+2*x^5+x^4+2*x+1,y^2=2*x^10+x^9+2*x^6+2*x^5+x^4+x^3+2*x^2+2}|4.3.ac_f_ak_x
{y^2=x^9+2*x^8+2*x^7+x^6+2*x^5+x^4+x^2+2*x+2,y^2=2*x^10+x^4+x^2+1,x*y+t^2=z^3+x^2*t+y^2*t+z^2*t=0,x*y+t^2=y^2*z+z^3+x^2*t-z^2*t=0,x*y+t^2=x*y^2-y^3+x^2*z+y^2*z+z^3=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+x^2*t-x*y*t-x*z*t+z^2*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t-y*z*t+z^2*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+y^2*t+y*z*t+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+y*z*t-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+y*z*t+z^2*t+x*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t+y*z*t-z^2*t+y*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y^2*z-z^3+y^2*t+x*z*t-y*t^2-t^3=0}|4.3.ac_f_ak_y
{y^2=x^10+x^8+2*x^5+2*x^4+2*x^2+x+2,y^2=x^10+2*x^9+x^7+2*x^6+x^5+2*x^3+2,x*y+t^2=x*y^2+y^3+x^2*z+x*y*z+y*z^2+z^3+y^2*t-y*z*t=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t+y*z*t+z^2*t-t^3=0}|4.3.ac_f_ak_z
{x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t+y*z*t-x*t^2+y*t^2+z*t^2=0}|4.3.ac_f_al_n
{y^2=x^10+2*x^8+2*x^7+2*x^6+2*x^5+2*x^3+x^2+2}|4.3.ac_f_al_p
{x*y+t^2=y^3+x*y*z+y^2*z-y*z^2+z^3+x^2*t+x*y*t-y*z*t-z^2*t=0,x^2+y^2+z*t=y^2*z+z^3+y^2*t+x*z*t+y*z*t+z^2*t+y*t^2+z*t^2-t^3=0}|4.3.ac_f_al_q
{y^2=2*x^10+2*x^9+2*x^7+2*x^6+x^5+2*x^4+x^2+2*x+2,x^2+y^2+z*t=y^2*z+y*z^2-z^3+x*z*t+y*z*t-z^2*t+x*t^2-y*t^2-z*t^2+t^3=0}|4.3.ac_f_al_r
{x*y+t^2=y^3+x^2*z-y^2*z+y*z^2+z^3+x*y*t-y*z*t=0,x*t-y*z=x^2*y+y^3+x^2*z+z^3+y^2*t-x*z*t-z^2*t-x*t^2-y*t^2+t^3=0}|4.3.ac_f_al_s
{x^2+y^2+z*t=y^3+y^2*z-y*z^2+y^2*t+x*z*t+y*z*t-z^2*t+x*t^2-y*t^2+z*t^2+t^3=0}|4.3.ac_f_al_t
{x*t-y*z=x^2*y-y^3+x^2*z-z^3+x*z*t+y*t^2+z*t^2=0}|4.3.i_bh_dm_gy
{x*y+t^2=x*y*z+y^2*z-y*z^2-z^3+x^2*t+y^2*t+x*z*t-z^2*t=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+z^2*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z-z^3+y^2*t+x*z*t+y*z*t+z^2*t+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-y^2*t+x*z*t-y*z*t+y*t^2+z*t^2+t^3=0}|4.3.ac_f_al_u
{x^2+y^2+z*t=y*z^2-z^3+y^2*t-y*z*t-z^2*t+x*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z-y*z^2-z^3+y^2*t+x*z*t+x*t^2+y*t^2-z*t^2-t^3=0}|4.3.ac_f_al_v
{x*t-y*z=x^2*y+y^3+x^2*z+z^3+x*y*t+x*z*t-z^2*t+x*t^2-y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y*z*t+z^2*t+x*t^2+y*t^2-z*t^2-t^3=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3+y^2*t+y*z*t+x*t^2-y*t^2+z*t^2=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2+z^3-y^2*t+x*z*t-z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y*z^2+z^3+y^2*t+x*z*t-y*z*t+z^2*t+x*t^2-y*t^2+t^3=0}|4.3.ac_f_al_w
{y^2=2*x^10+2*x^9+x^7+2*x^5+x^4+2*x^3+x^2+2,y^2=2*x^10+x^6+x^5+2*x^4+2*x^2+2*x+1,x^2+y^2+z*t=-z^3+y^2*t+y*z*t-z^2*t+x*t^2-y*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+y*z*t-z^2*t+x*t^2+t^3=0,x^2+y^2+z*t=y^2*z+y*z^2+z^3+x*z*t-y*z*t-z^2*t+x*t^2-z*t^2-t^3=0}|4.3.ac_f_al_x
{x^2+y^2+z*t=y*z^2+y^2*t+y*z*t+z^2*t+x*t^2-z*t^2+t^3=0,x^2+y^2+z*t=y^2*z+z^3-y^2*t+y*z*t+z^2*t+x*t^2+y*t^2+z*t^2-t^3=0,x^2+y^2+z*t=y^3+y*z^2+y*z*t+x*t^2+y*t^2+z*t^2+t^3=0,x^2+y^2+z*t=y^3+z^3+y^2*t+x*z*t-y*z*t-z^2*t-y*t^2+t^3=0,x^2+y^2+z*t=y^3+y*z^2-z^3+y^2*t+x*z*t+y*z*t+y*t^2+t^3=0,x^2+y^2+z*t=y^3+y^2*z+y*z^2-y^2*t+x*z*t-y*z*t-y*t^2-z*t^2+t^3=0}|4.3.ac_f_al_y
{y^2=2*x^10+2*x^8+x^7+2*x^6+x^5+x^3+x^2+2*x+2,x^2+y^2+z*t=y^2*z+y*z^2+z^3+x*z*t+y*z*t-x*t^2-y*t^2-z*t^2-t^3=0}|4.3.ac_f_al_z
{y^2=2*x^10+2*x^9+2*x^8+2*x^7+2*x^6+x^3+x^2+x+1}|4.3.ac_f_am_p
{y^2=2*x^10+2*x^8+2*x^7+x^6+x^3+2*x^2+2*x}|4.3.ac_f_am_q
{y^2=2*x^10+2*x^9+2*x^8+2*x^7+2*x^6+x^5+2*x^3+x^2+2}|4.3.ac_f_am_r
{x*y+t^2=y^3+x^2*z+x*y*z+y^2*z+x*z^2-z^3+x*y*t-y^2*t=0,x^2+y^2+z*t=y^2*z+y*z^2-z^3-y^2*t+x*z*t-y*z*t+x*t^2+y*t^2-z*t^2-t^3=0}|4.3.ac_f_am_s
{y^2=x^10+x^9+2*x^8+2*x^6+2*x^5+2*x^4+2*x^3+2*x^2+x+2,y^2=2*x^10+x^7+x^6+2*x^4+2*x^3+2*x^2+1,y^2=2*x^10+2*x^8+x^7+2*x^6+2*x^5+2*x^4+2*x^3+2*x^2+x+1,x^2+y^2+z*t=y*z^2-z^3+y^2*t+x*z*t-y*z*t-z^2*t+y*t^2-z*t^2-t^3=0}|4.3.ac_f_am_t
